--ctr-primes,shift;n_candidates

Merit22:
14;64;657
15;70;651
16;77;650
17;83;646
18;90;643
19;96;643
20;102;638
21;109;638
22;115;640
23;122;640
24;128;637 benxy031-1
25;134;638 benxy031-4
26;141;636
27;147;637
28;154;647
29;160;638
30;166;641
31;173;644
32;179;647
33;186;649
34;192;646
35;200;647
36;208;654
37;216;659
38;224;668 wizz-1
39;232;665
40;240;674
41;248;676
42;256;678 wizz-6
43;264;690
44;272;693
45;280;702
46;288;696
47;296;705
48;304;706
49;312;715
50;320;713 wizz-1
51;326;725
52;333;723
53;339;729
54;346;726
55;352;729
56;362;741
57;373;743
58;384;754 wizz-1
59;392;757
60;400;768
61;408;769
62;416;765 pdazzl-6
63;424;777
64;432;783
65;440;786
66;448;784
67;456;792
68;464;795
69;472;801
70;480;769 pdazzl-35
71;488;810
72;496;796 wizz-15
73;504;821
74;512;766 pdazzl-56
75;520;824
76;528;836
77;536;839
78;544;838 wizz-7
79;555;840
80;565;852
81;576;866 wizz-9
82;584;876
83;592;866
84;600;875
85;608;876
86;619;883
87;629;881
88;640;901
89;648;912
90;656;918
91;664;923
92;672;920
93;680;933
94;688;923
95;696;930
96;704;933 wizz-4
97;715;940
98;725;953
99;736;960
100;744;967
101;752;970
102;760;969
103;768;970
104;779;985
105;789;974
106;800;991
107;808;972
108;816;1000
109;824;1019
110;832;1009 wizz-3
111;843;1020
112;853;1025
113;864;1019
114;872;1049
115;880;1045
116;888;1050
117;896;1030
118;907;1057
119;917;1066
120;928;1046 wizz-13
121;938;1074
122;949;1089
123;956;1089
124;965;1112
125;974;1101
126;983;1090
127;992;1094 wizz-8
128;1003;1105
129;1013;1106
130;1024;1039 pdazzl-98

Merit25:
14;64;753
15;70;744
16;77;743
17;83;741
18;90;740
19;96;733
20;102;736
21;109;735
22;115;737
23;122;737
24;128;738
25;134;733
26;141;736
27;147;740
28;154;740
29;160;734
30;166;740
31;173;746
32;179;743
33;186;751
34;192;749
35;200;761
36;208;762
37;216;764
38;224;774
39;232;779
40;240;777
41;248;787
42;256;790
43;264;802
44;272;800
45;280;815
46;288;812
47;296;825
48;304;820
49;312;829
50;320;831
51;326;840
52;333;839
53;339;847
54;346;843
55;352;848
56;362;853
57;373;860
58;384;873
59;392;882
60;400;882
61;408;879
62;416;887
63;424;908
64;432;888
65;440;912
66;448;930
67;456;905
68;464;946
69;472;941
70;480;935
71;488;945
72;496;959
73;504;954
74;512;959
75;520;953
76;528;979
77;536;984
78;544;986
79;555;998
80;565;996
81;576;1018
82;584;1016
83;592;1018
84;600;1025
85;608;1026
86;619;1015
87;629;1051
88;640;1070
89;648;1072
90;656;1065
91;664;1052
92;672;1066
93;680;1089
94;688;1090
95;696;1084
96;704;1102
97;715;1108
98;725;1116
99;736;1132
100;744;1124
101;752;1134
102;760;1150
103;768;1140
104;779;1160
105;789;1147
106;800;1171
107;808;1184
108;816;1181
109;824;1181
110;832;1191
111;843;1192
112;853;1209
113;864;1216
114;872;1222
115;880;1228
116;888;1244
117;896;1224
118;907;1240
119;917;
120;928;
121;938;
122;949;
123;956;
124;965;
125;974;
126;983;
127;992;
128;1003;
129;1013;
130;1024;


Merit28:
14;64;848
15;70;838
16;77;838
17;83;835
18;90;834
19;96;835
20;102;834
21;109;832
22;115;833
23;122;833
24;128;830
25;134;832
26;141;835
27;147;840
28;154;841
29;160;836
30;166;840
31;173;841
32;179;848
33;186;844
34;192;854
35;200;861
36;208;856
37;216;869
38;224;876
39;232;884
40;240;886
41;248;887
42;256;901
43;264;911
44;272;906
45;280;926
46;288;920
47;296;935
48;304;940
49;312;949
50;320;951
51;326;953
52;333;957
53;339;964
54;346;959
55;352;964
56;362;985
57;373;997
58;384;1002
59;392;1011
60;400;1012
61;408;1027
62;416;1015
63;424;1026
64;432;1046
65;440;1040
66;448;1040
67;456;1054
68;464;
69;472;
70;480;
71;488;
72;496;
73;504;
74;512;
75;520;
76;528;
77;536;
78;544;
79;555;
80;565;
81;576;
82;584;
83;592;
84;600;
